Seq1	Seq2	Tot Score	Tot Energy	Max Score	Max Energy	Strand	Len1	Len2	Positions
asu-miR-2a-3p	AgR013X_g137_t03	306.00	-38.40	165.00	-23.05	35270	23	2911	 2202 859
asu-miR-2a-3p	AgR013X_g146_t01	318.00	-41.05	165.00	-24.02	35305	23	5718	 1070 418
asu-miR-2a-3p	AgR013X_g146_t02	318.00	-41.05	165.00	-24.02	35306	23	5532	 884 232
asu-miR-2a-3p	AgR013X_g171_t01	314.00	-47.76	165.00	-28.24	35392	23	1034	 781 616
asu-miR-2a-3p	AgR013X_g206_t02	737.00	-86.66	165.00	-23.05	35540	23	2751	 1836 2480 1625 581 2209
asu-miR-2a-3p	AgR013X_g206_t03	737.00	-86.66	165.00	-23.05	35541	23	2490	 1575 2219 1364 320 1948
asu-miR-2a-3p	AgR014X_g097_t04	311.00	-36.00	165.00	-18.18	36198	23	1181	 252 721
asu-miR-2a-3p	AgR014X_g097_t06	311.00	-36.00	165.00	-18.18	36199	23	1181	 252 721
asu-miR-2a-3p	AgR014X_g097_t07	311.00	-36.00	165.00	-18.18	36200	23	1181	 252 721
asu-miR-2a-3p	AgR014X_g193_t01	305.00	-28.33	165.00	-15.50	36568	23	2086	 461 1082
asu-miR-2a-3p	AgR016_g141_t01	165.00	-21.92	165.00	-21.92	39652	23	1587	 563
asu-miR-2a-3p	AgR016_g141_t02	165.00	-21.92	165.00	-21.92	39653	23	1510	 486
asu-miR-2a-3p	AgR018X_g059_t01	165.00	-20.43	165.00	-20.43	41066	23	3871	 755
asu-miR-2a-3p	AgR018X_g059_t02	165.00	-20.43	165.00	-20.43	41067	23	3709	 593
asu-miR-2a-3p	AgR018X_g059_t03	165.00	-20.43	165.00	-20.43	41068	23	3709	 593
asu-miR-2a-3p	AgR018X_g249_t01	165.00	-19.89	165.00	-19.89	41795	23	3761	 176
asu-miR-2a-3p	AgR018X_g249_t02	165.00	-19.89	165.00	-19.89	41796	23	3761	 176
asu-miR-2a-3p	AgR018X_g249_t03	165.00	-19.89	165.00	-19.89	41797	23	3761	 176
asu-miR-2a-3p	AgR018X_g249_t04	165.00	-19.89	165.00	-19.89	41798	23	3761	 176
asu-miR-2a-3p	AgR018X_g249_t05	165.00	-19.89	165.00	-19.89	41799	23	3761	 176
asu-miR-2a-3p	AgR018X_g249_t06	165.00	-19.89	165.00	-19.89	41800	23	3761	 176
asu-miR-2a-3p	AgR018X_g249_t07	165.00	-19.89	165.00	-19.89	41801	23	3761	 176
asu-miR-2a-3p	AgR019X_g021_t01	165.00	-18.59	165.00	-18.59	41918	23	947	 300
asu-miR-2a-3p	AgR021X_g205_t01	325.00	-38.90	165.00	-20.02	44590	23	4435	 3706 37
asu-miR-2a-3p	AgR027X_g122_t01	165.00	-18.22	165.00	-18.22	52422	23	542	 520
asu-miR-2a-3p	AgR028_g018_t01	165.00	-23.51	165.00	-23.51	52542	23	5127	 1589
asu-miR-2a-3p	AgR028_g018_t02	165.00	-23.51	165.00	-23.51	52543	23	5025	 1487
asu-miR-2a-3p	AgR028_g018_t03	165.00	-23.51	165.00	-23.51	52546	23	5127	 1589
asu-miR-2a-3p	AgR028_g018_t04	165.00	-23.51	165.00	-23.51	52547	23	5025	 1487
asu-miR-2a-3p	AgR028_g018_t05	165.00	-23.51	165.00	-23.51	52548	23	5025	 1487
asu-miR-2a-3p	AgR028_g018_t06	165.00	-23.51	165.00	-23.51	52549	23	5025	 1487
asu-miR-2a-5p	AgB03_g460_t01	165.00	-26.79	165.00	-26.79	317143	21	2901	 2735
asu-miR-2a-5p	AgB07_g165_t05	165.00	-18.95	165.00	-18.95	335976	21	198	 35
asu-miR-2a-5p	AgB07_g165_t07	165.00	-18.95	165.00	-18.95	335986	21	198	 35
asu-miR-2a-5p	AgB12_g064_t01	165.00	-21.47	165.00	-21.47	356244	21	2359	 2331
asu-miR-2a-5p	AgB29_g004_t06	468.00	-62.90	165.00	-22.58	376984	21	10084	 4301 9523 1838
asu-miR-2a-5p	AgB29_g004_t07	325.00	-44.53	165.00	-22.58	376985	21	8206	 2423 7645
asu-miR-2a-5p	AgB29_g004_t08	325.00	-44.53	165.00	-22.58	376986	21	7546	 1763 6985
asu-miR-2a-5p	AgB29_g004_t09	325.00	-44.53	165.00	-22.58	376987	21	7546	 1763 6985
asu-miR-2a-5p	AgB29_g004_t10	468.00	-62.90	165.00	-22.58	376988	21	10084	 4301 9523 1838
asu-miR-2a-5p	AgE24_g009_t01	165.00	-22.04	165.00	-22.04	378678	21	7882	 6195
asu-miR-2a-5p	AgE24_g009_t02	165.00	-22.04	165.00	-22.04	378679	21	7882	 6195
asu-miR-2a-5p	AgE24_g009_t03	165.00	-22.04	165.00	-22.04	378680	21	7882	 6195
asu-miR-2a-5p	AgE24_g009_t04	165.00	-22.04	165.00	-22.04	378681	21	7882	 6195
asu-miR-2a-5p	AgR001_g586_t04	165.00	-25.13	165.00	-25.13	310064	21	82	 47
asu-miR-2a-5p	AgR001_g586_t05	165.00	-25.13	165.00	-25.13	310072	21	82	 47
asu-miR-2a-5p	AgR005_g337_t01	165.00	-20.10	165.00	-20.10	326427	21	7757	 4474
asu-miR-2a-5p	AgR011_g323_t01	309.00	-37.08	165.00	-20.44	338091	21	8553	 4241 770
asu-miR-2a-5p	AgR011_g323_t02	309.00	-37.08	165.00	-20.44	338092	21	10536	 6224 2753
asu-miR-2a-5p	AgR011_g323_t03	309.00	-37.08	165.00	-20.44	338093	21	10207	 5895 2424
asu-miR-2a-5p	AgR022_g208_t03	165.00	-24.41	165.00	-24.41	350936	21	2284	 957
asu-miR-2a-5p	AgR022_g208_t05	165.00	-24.41	165.00	-24.41	350937	21	2284	 957
asu-miR-2a-5p	AgR026_g105_t03	165.00	-19.84	165.00	-19.84	355640	21	711	 235
asu-miR-2a-5p	AgR026_g136_t01	165.00	-20.06	165.00	-20.06	355795	21	4083	 3213
asu-miR-2a-5p	AgR033_g039_t07	308.00	-40.00	165.00	-24.61	361673	21	1671	 900 918
asu-miR-2a-5p	AgR033_g039_t08	308.00	-40.00	165.00	-24.61	361677	21	1671	 900 918
asu-miR-2a-5p	AgR065_g014_t01	606.00	-72.09	165.00	-26.03	376394	21	5646	 1030 3152 5405 3266
asu-miR-2a-5p	AgR065_g014_t02	606.00	-72.09	165.00	-26.03	376395	21	5266	 650 2772 5025 2886
asu-miR-2a-5p	AgR065_g014_t03	606.00	-72.09	165.00	-26.03	376396	21	5633	 1017 3139 5392 3253
asu-miR-2a-5p	AgR065_g014_t04	606.00	-72.09	165.00	-26.03	376397	21	5266	 650 2772 5025 2886
asu-miR-2a-5p	AgR065_g014_t07	606.00	-72.09	165.00	-26.03	376402	21	5633	 1017 3139 5392 3253
asu-miR-2a-5p	AgR065_g014_t08	606.00	-72.09	165.00	-26.03	376403	21	5646	 1030 3152 5405 3266
asu-miR-2a-5p	AgR065_g014_t09	606.00	-72.09	165.00	-26.03	376404	21	5266	 650 2772 5025 2886
asu-miR-2b-3p	AgB01_g118_t01	165.00	-16.74	165.00	-16.74	381170	22	1349	 759
asu-miR-2b-3p	AgB01_g118_t03	165.00	-16.74	165.00	-16.74	381174	22	1585	 995
asu-miR-2b-3p	AgB04_g041_t01	305.00	-35.56	165.00	-22.81	393913	22	4102	 1560 70
asu-miR-2b-3p	AgB04_g041_t02	305.00	-35.56	165.00	-22.81	393914	22	4102	 1560 70
asu-miR-2b-3p	AgB04_g041_t03	305.00	-35.56	165.00	-22.81	393915	22	4102	 1560 70
asu-miR-2b-3p	AgE08_g007_t01	466.00	-56.47	165.00	-22.15	452840	22	3437	 1322 2280 2297
asu-miR-2b-3p	AgE08_g007_t02	466.00	-56.47	165.00	-22.15	452841	22	3567	 1452 2410 2427
asu-miR-2b-3p	AgE08_g007_t03	466.00	-56.47	165.00	-22.15	452842	22	2164	 49 1007 1024
asu-miR-2b-3p	AgE08_g007_t04	466.00	-56.47	165.00	-22.15	452846	22	3025	 910 1868 1885
asu-miR-2b-3p	AgE08_g007_t05	466.00	-56.47	165.00	-22.15	452847	22	2164	 49 1007 1024
asu-miR-2b-3p	AgE26_g001_t01	454.00	-54.36	165.00	-21.45	454890	22	11273	 9956 3823 7861
asu-miR-2b-3p	AgE26_g001_t02	454.00	-54.36	165.00	-21.45	454891	22	11273	 9956 3823 7861
asu-miR-2b-3p	AgE26_g001_t04	454.00	-54.36	165.00	-21.45	454892	22	9918	 8601 2468 6506
asu-miR-2b-3p	AgR011_g072_t01	465.00	-48.80	165.00	-19.65	413246	22	5145	 560 2039 904
asu-miR-2b-3p	AgR012_g020_t01	306.00	-36.33	165.00	-22.91	414398	22	10923	 4088 1998
asu-miR-2b-3p	AgR012_g020_t02	306.00	-36.33	165.00	-22.91	414399	22	10923	 4088 1998
asu-miR-2b-3p	AgR012_g020_t03	306.00	-36.33	165.00	-22.91	414400	22	10923	 4088 1998
asu-miR-2b-3p	AgR012_g020_t04	306.00	-36.33	165.00	-22.91	414401	22	10923	 4088 1998
asu-miR-2b-3p	AgR020_g157_t01	165.00	-20.59	165.00	-20.59	424142	22	4841	 784
asu-miR-2b-3p	AgR020_g157_t02	165.00	-20.59	165.00	-20.59	424143	22	4841	 784
asu-miR-2b-3p	AgR027X_g087_t01	165.00	-23.01	165.00	-23.01	433021	22	1312	 555
asu-miR-2b-3p	AgR027X_g087_t02	165.00	-23.01	165.00	-23.01	433022	22	1250	 493
asu-miR-2b-3p	AgR027X_g087_t03	165.00	-23.01	165.00	-23.01	433023	22	2054	 1297
asu-miR-2b-3p	AgR036X_g071_t01	165.00	-21.01	165.00	-21.01	439979	22	1303	 313
asu-miR-2b-3p	AgR036X_g071_t02	165.00	-21.01	165.00	-21.01	439980	22	1303	 313
asu-miR-2b-3p	AgR036X_g071_t03	165.00	-21.01	165.00	-21.01	439981	22	1303	 313
asu-miR-2b-3p	AgR036X_g071_t04	165.00	-21.01	165.00	-21.01	439982	22	1303	 313
asu-miR-2b-3p	AgR043_g040_t01	165.00	-22.02	165.00	-22.02	444567	22	2096	 1786
asu-miR-2b-3p	AgR043_g040_t02	165.00	-22.02	165.00	-22.02	444568	22	2096	 1786
asu-miR-2b-3p	AgR043_g040_t03	165.00	-22.02	165.00	-22.02	444569	22	2096	 1786
asu-miR-2b-3p	AgR043_g040_t04	165.00	-22.02	165.00	-22.02	444570	22	2096	 1786
asu-miR-2b-3p	AgR043_g040_t05	165.00	-22.02	165.00	-22.02	444571	22	2096	 1786
asu-miR-2b-3p	AgR044_g055_t01	165.00	-18.02	165.00	-18.02	445404	22	4512	 1510
asu-miR-2b-3p	AgR044_g055_t02	165.00	-18.02	165.00	-18.02	445405	22	4512	 1510
asu-miR-2b-3p	AgR044_g055_t03	165.00	-18.02	165.00	-18.02	445407	22	4722	 1720
asu-miR-2b-3p	AgR044_g055_t04	165.00	-18.02	165.00	-18.02	445408	22	4512	 1510
asu-miR-2b-3p	AgR045_g047_t02	165.00	-18.96	165.00	-18.96	446406	22	1419	 319
asu-miR-2b-3p	AgR045_g047_t05	165.00	-18.96	165.00	-18.96	446408	22	1419	 319
asu-miR-2b-3p	AgR045_g047_t06	165.00	-18.96	165.00	-18.96	446409	22	1419	 319
asu-miR-2b-3p	AgR053_g004_t01	307.00	-33.40	165.00	-19.09	448832	22	3417	 3279 2221
asu-miR-2b-3p	AgR053_g021_t15	165.00	-24.29	165.00	-24.29	448958	22	2023	 1807
asu-miR-2b-3p	AgR053_g021_t16	165.00	-24.29	165.00	-24.29	448962	22	2627	 2411
asu-miR-2b-3p	AgR053_g021_t17	165.00	-24.29	165.00	-24.29	448965	22	3185	 2969
asu-miR-2b-3p	AgR054_g020_t05	330.00	-45.90	165.00	-22.95	449169	22	1065	 239 470
asu-miR-2b-3p	AgR065_g014_t01	165.00	-22.49	165.00	-22.49	452546	22	5646	 3894
asu-miR-2b-3p	AgR065_g014_t02	165.00	-22.49	165.00	-22.49	452547	22	5266	 3514
asu-miR-2b-3p	AgR065_g014_t03	165.00	-22.49	165.00	-22.49	452548	22	5633	 3881
asu-miR-2b-3p	AgR065_g014_t04	165.00	-22.49	165.00	-22.49	452549	22	5266	 3514
asu-miR-2b-3p	AgR065_g014_t05	165.00	-22.49	165.00	-22.49	452551	22	2870	 1118
asu-miR-2b-3p	AgR065_g014_t06	165.00	-22.49	165.00	-22.49	452553	22	2870	 1118
asu-miR-2b-3p	AgR065_g014_t07	165.00	-22.49	165.00	-22.49	452554	22	5633	 3881
asu-miR-2b-3p	AgR065_g014_t08	165.00	-22.49	165.00	-22.49	452555	22	5646	 3894
asu-miR-2b-3p	AgR065_g014_t09	165.00	-22.49	165.00	-22.49	452556	22	5266	 3514
asu-miR-2b-5p	AgB08X_g014_t04	312.00	-33.02	165.00	-19.94	341518	22	1638	 1032 225
asu-miR-2b-5p	AgB08X_g014_t05	312.00	-33.02	165.00	-19.94	341524	22	1990	 1384 577
asu-miR-2b-5p	AgB08X_g014_t06	312.00	-33.02	165.00	-19.94	341528	22	1990	 1384 577
asu-miR-2b-5p	AgB08X_g014_t08	312.00	-33.02	165.00	-19.94	341532	22	1990	 1384 577
asu-miR-2b-5p	AgB08X_g014_t09	312.00	-33.02	165.00	-19.94	341533	22	1638	 1032 225
asu-miR-2b-5p	AgB11_g127_t01	165.00	-26.44	165.00	-26.44	355006	22	1910	 956
asu-miR-2b-5p	AgR004_g231_t05	165.00	-15.33	165.00	-15.33	324347	22	879	 447
asu-miR-2b-5p	AgR029_g005_t01	449.00	-47.28	165.00	-18.79	357582	22	3775	 2047 2633 703
asu-miR-34-3p	AgB23_g054_t01	165.00	-23.77	165.00	-23.77	65279	23	3051	 515
asu-miR-34-3p	AgB23_g054_t02	165.00	-23.77	165.00	-23.77	65280	23	3051	 515
asu-miR-34-3p	AgB23_g054_t04	165.00	-23.77	165.00	-23.77	65284	23	3154	 618
asu-miR-34-3p	AgB23_g054_t05	165.00	-23.77	165.00	-23.77	65286	23	2703	 167
asu-miR-34-3p	AgB23_g054_t06	165.00	-23.77	165.00	-23.77	65293	23	3154	 618
asu-miR-34-3p	AgB23_g054_t08	165.00	-23.77	165.00	-23.77	65296	23	3051	 515
asu-miR-34-3p	AgR002_g158_t01	312.00	-41.26	165.00	-21.17	8606	23	8903	 68 4196
asu-miR-34-5p	AgB01_g564_t03	165.00	-22.02	165.00	-22.02	307069	23	3290	 3010
asu-miR-34-5p	AgB01_g564_t04	165.00	-22.02	165.00	-22.02	307070	23	3290	 3010
asu-miR-34-5p	AgB01_g564_t07	165.00	-22.02	165.00	-22.02	307071	23	3290	 3010
asu-miR-34-5p	AgB01_g564_t08	165.00	-22.02	165.00	-22.02	307072	23	3290	 3010
asu-miR-34-5p	AgB01_g564_t09	165.00	-22.02	165.00	-22.02	307073	23	3290	 3010
asu-miR-34-5p	AgB02_g160_t02	165.00	-30.59	165.00	-30.59	311029	23	7914	 1909
asu-miR-34-5p	AgB05_g387_t01	165.00	-24.67	165.00	-24.67	321250	23	6278	 4636
asu-miR-34-5p	AgB05_g387_t02	165.00	-24.67	165.00	-24.67	321251	23	6278	 4636
asu-miR-34-5p	AgB08X_g282_t01	165.00	-26.70	165.00	-26.70	342484	23	2958	 2825
asu-miR-34-5p	AgB08X_g282_t02	455.00	-65.96	165.00	-26.70	342485	23	6226	 6093 1341 2905
asu-miR-34-5p	AgB08X_g282_t03	165.00	-26.70	165.00	-26.70	342487	23	2958	 2825
asu-miR-34-5p	AgB08X_g282_t04	165.00	-26.70	165.00	-26.70	342489	23	2958	 2825
asu-miR-34-5p	AgB22X_g043_t01	165.00	-22.83	165.00	-22.83	369552	23	1925	 237
asu-miR-34-5p	AgB22X_g043_t02	165.00	-22.83	165.00	-22.83	369553	23	776	 237
asu-miR-34-5p	AgE01_g033_t03	165.00	-32.54	165.00	-32.54	372533	23	1364	 845
asu-miR-34-5p	AgE01_g033_t04	165.00	-32.54	165.00	-32.54	372544	23	3207	 2688
asu-miR-34-5p	AgE01_g033_t05	165.00	-32.54	165.00	-32.54	372545	23	2967	 2448
asu-miR-34-5p	AgE01_g033_t06	165.00	-32.54	165.00	-32.54	372546	23	2967	 2448
asu-miR-34-5p	AgE01_g033_t07	165.00	-32.54	165.00	-32.54	372548	23	1364	 845
asu-miR-34-5p	AgE01_g033_t08	165.00	-32.54	165.00	-32.54	372550	23	1364	 845
asu-miR-34-5p	AgE01_g033_t09	165.00	-32.54	165.00	-32.54	372552	23	1364	 845
asu-miR-34-5p	AgE01_g033_t10	165.00	-32.54	165.00	-32.54	372563	23	3207	 2688
asu-miR-34-5p	AgR002_g391_t01	605.00	-85.81	165.00	-28.95	314304	23	12614	 4911 9651 1875 9488
asu-miR-34-5p	AgR011_g136_t02	457.00	-63.70	165.00	-23.72	337309	23	10087	 2820 9331 9049
asu-miR-34-5p	AgR011_g136_t03	457.00	-63.70	165.00	-23.72	337310	23	10087	 2820 9331 9049
asu-miR-34-5p	AgR011_g136_t04	457.00	-63.70	165.00	-23.72	337312	23	10087	 2820 9331 9049
asu-miR-34-5p	AgR023_g033_t01	165.00	-20.06	165.00	-20.06	351164	23	1692	 1042
asu-miR-34-5p	AgR023_g033_t03	165.00	-20.06	165.00	-20.06	351166	23	1602	 952
asu-miR-34-5p	AgR023_g033_t04	165.00	-20.06	165.00	-20.06	351167	23	1602	 952
asu-miR-34-5p	AgR023_g033_t08	165.00	-20.06	165.00	-20.06	351172	23	1692	 1042
asu-miR-34-5p	AgR023_g033_t10	165.00	-20.06	165.00	-20.06	351175	23	1692	 1042
asu-miR-34-5p	AgR023_g033_t11	165.00	-20.06	165.00	-20.06	351176	23	1602	 952
asu-miR-34-5p	AgR023_g033_t12	165.00	-20.06	165.00	-20.06	351178	23	1692	 1042
asu-miR-34-5p	AgR023_g033_t13	165.00	-20.06	165.00	-20.06	351180	23	1692	 1042
asu-miR-34-5p	AgR023_g033_t14	165.00	-20.06	165.00	-20.06	351181	23	1602	 952
asu-miR-34-5p	AgR023_g033_t15	165.00	-20.06	165.00	-20.06	351183	23	1692	 1042
asu-miR-34-5p	AgR023_g033_t16	165.00	-20.06	165.00	-20.06	351184	23	1602	 952
asu-miR-34-5p	AgR035X_g083_t01	309.00	-44.44	165.00	-25.80	362815	23	5916	 2775 5638
asu-miR-34-5p	AgR035X_g083_t07	309.00	-44.44	165.00	-25.80	362827	23	5304	 2163 5026
asu-miR-34-5p	AgR035X_g088_t02	165.00	-24.16	165.00	-24.16	362891	23	1040	 724
asu-miR-34-5p	AgR035X_g088_t03	165.00	-24.16	165.00	-24.16	362894	23	1040	 724
asu-miR-34-5p	AgR052_g005_t02	165.00	-29.63	165.00	-29.63	371857	23	3864	 2975
asu-miR-36a-5p	AgB04_g325_t01	165.00	-26.81	165.00	-26.81	318858	24	4826	 1422
asu-miR-36a-5p	AgB04_g325_t02	165.00	-26.81	165.00	-26.81	318859	24	4067	 663
asu-miR-36a-5p	AgB07_g254_t01	165.00	-25.47	165.00	-25.47	336517	24	2270	 1011
asu-miR-36a-5p	AgB07_g254_t02	165.00	-25.47	165.00	-25.47	336518	24	2270	 1011
asu-miR-36a-5p	AgB07_g254_t03	165.00	-25.47	165.00	-25.47	336519	24	2270	 1011
asu-miR-36a-5p	AgB10_g126_t01	165.00	-25.03	165.00	-25.03	352489	24	1007	 218
asu-miR-36a-5p	AgB10_g126_t02	165.00	-25.03	165.00	-25.03	352490	24	1007	 218
asu-miR-36a-5p	AgB13X_g023_t02	165.00	-20.14	165.00	-20.14	358195	24	3559	 1484
asu-miR-36a-5p	AgB19_g070_t01	165.00	-25.24	165.00	-25.24	367278	24	2320	 1265
asu-miR-36a-5p	AgR004_g330_t04	165.00	-20.97	165.00	-20.97	324917	24	1315	 67
asu-miR-36a-5p	AgR010_g104_t01	165.00	-25.29	165.00	-25.29	334254	24	1616	 847
asu-miR-36a-5p	AgR010_g104_t02	165.00	-25.29	165.00	-25.29	334255	24	1616	 847
asu-miR-36a-5p	AgR010_g104_t03	165.00	-25.29	165.00	-25.29	334256	24	1616	 847
asu-miR-36a-5p	AgR010_g104_t04	165.00	-25.29	165.00	-25.29	334257	24	1616	 847
asu-miR-36a-5p	AgR010_g104_t05	165.00	-25.29	165.00	-25.29	334258	24	1616	 847
asu-miR-36a-5p	AgR014X_g029_t03	627.00	-106.75	165.00	-32.96	340462	24	2952	 1398 2520 1696 1757
asu-miR-36a-5p	AgR017_g219_t01	315.00	-41.03	165.00	-24.04	345250	24	5526	 3302 1519
asu-miR-36a-5p	AgR017_g219_t02	315.00	-41.03	165.00	-24.04	345253	24	5526	 3302 1519
asu-miR-36a-5p	AgR017_g219_t03	165.00	-24.04	165.00	-24.04	345257	24	2262	 38
asu-miR-36a-5p	AgR021X_g130_t01	315.00	-37.74	165.00	-19.33	348900	24	11375	 6234 6454
asu-miR-36a-5p	AgR021X_g130_t02	315.00	-37.74	165.00	-19.33	348901	24	11375	 6234 6454
asu-miR-36a-5p	AgR021X_g130_t03	462.00	-59.00	165.00	-21.26	348902	24	12309	 7168 7388 769
asu-miR-36a-5p	AgR021X_g130_t04	315.00	-37.74	165.00	-19.33	348903	24	11375	 6234 6454
asu-miR-36a-5p	AgR033_g034_t01	165.00	-23.42	165.00	-23.42	361646	24	3247	 735
asu-miR-36a-5p	AgR033_g034_t02	165.00	-23.42	165.00	-23.42	361648	24	3247	 735
asu-miR-36a-5p	AgR033_g034_t03	165.00	-23.42	165.00	-23.42	361649	24	3168	 656
asu-miR-36a-5p	AgR033_g034_t04	165.00	-23.42	165.00	-23.42	361651	24	3247	 735
asu-miR-36a-5p	AgR034_g004_t01	165.00	-22.96	165.00	-22.96	362051	24	1711	 16
asu-miR-36a-5p	AgR036X_g039_t01	452.00	-62.52	165.00	-21.83	363663	24	10518	 10390 6519 2479
asu-miR-36a-5p	AgR036X_g039_t02	452.00	-62.52	165.00	-21.83	363664	24	9884	 9756 5885 1845
asu-miR-36a-5p	AgR036X_g039_t03	452.00	-62.52	165.00	-21.83	363665	24	9884	 9756 5885 1845
asu-miR-36a-5p	AgR049_g067_t01	307.00	-51.80	165.00	-31.73	371287	24	8006	 6668 3755
asu-miR-36a-5p	AgR049_g067_t02	307.00	-51.80	165.00	-31.73	371288	24	8006	 6668 3755
asu-miR-36a-5p	AgR049_g067_t03	307.00	-51.80	165.00	-31.73	371289	24	8006	 6668 3755
asu-miR-36a-5p	AgR051X_g017_t01	165.00	-20.77	165.00	-20.77	371572	24	4889	 3358
asu-miR-36a-5p	AgR051X_g017_t03	165.00	-20.77	165.00	-20.77	371575	24	5099	 3568
asu-miR-36a-5p	AgR051X_g017_t04	165.00	-20.77	165.00	-20.77	371577	24	5099	 3568
asu-miR-36a-5p	AgR056_g008_t03	165.00	-27.27	165.00	-27.27	373254	24	2150	 1603
asu-miR-36b-3p	AgB06_g236_t01	165.00	-22.22	165.00	-22.22	329207	22	939	 347
asu-miR-36b-3p	AgB06_g236_t02	165.00	-22.22	165.00	-22.22	329208	22	939	 347
asu-miR-36b-3p	AgB06_g236_t03	165.00	-22.22	165.00	-22.22	329209	22	939	 347
asu-miR-36b-3p	AgR001_g579_t01	165.00	-22.03	165.00	-22.03	310022	22	4975	 2763
asu-miR-36b-3p	AgR001_g579_t02	165.00	-22.03	165.00	-22.03	310025	22	4975	 2763
asu-miR-36b-3p	AgR001_g579_t03	165.00	-22.03	165.00	-22.03	310026	22	5187	 2975
asu-miR-36b-5p	AgB02_g033_t04	165.00	-22.60	165.00	-22.60	310528	23	3758	 3561
asu-miR-36b-5p	AgB02_g033_t05	165.00	-22.60	165.00	-22.60	310530	23	4163	 3966
asu-miR-36b-5p	AgB02_g033_t07	165.00	-22.60	165.00	-22.60	310531	23	3758	 3561
asu-miR-36b-5p	AgB02_g033_t08	165.00	-22.60	165.00	-22.60	310532	23	3758	 3561
asu-miR-36b-5p	AgB03_g014_t01	306.00	-42.30	165.00	-21.51	314895	23	1576	 1406 1490
asu-miR-36b-5p	AgB04_g314_t02	165.00	-22.42	165.00	-22.42	318832	23	480	 191
asu-miR-36b-5p	AgB04_g314_t04	323.00	-41.18	165.00	-22.42	318835	23	2020	 1731 544
asu-miR-36b-5p	AgB04_g415_t01	165.00	-28.62	165.00	-28.62	319297	23	1435	 451
asu-miR-36b-5p	AgB04_g415_t02	165.00	-28.62	165.00	-28.62	319298	23	1435	 451
asu-miR-36b-5p	AgB04_g415_t03	165.00	-28.62	165.00	-28.62	319299	23	1435	 451
asu-miR-36b-5p	AgB04_g415_t04	165.00	-28.62	165.00	-28.62	319300	23	1435	 451
asu-miR-36b-5p	AgB04_g415_t05	165.00	-28.62	165.00	-28.62	319301	23	1435	 451
asu-miR-36b-5p	AgB04_g415_t06	165.00	-28.62	165.00	-28.62	319302	23	1435	 451
asu-miR-36b-5p	AgB05_g382_t01	457.00	-52.71	165.00	-23.48	321228	23	6882	 2746 2788 1214
asu-miR-36b-5p	AgB05_g382_t02	457.00	-52.71	165.00	-23.48	321229	23	6882	 2746 2788 1214
asu-miR-36b-5p	AgB05_g382_t03	457.00	-52.71	165.00	-23.48	321230	23	6882	 2746 2788 1214
asu-miR-36b-5p	AgB15X_g047_t01	165.00	-20.92	165.00	-20.92	360055	23	4972	 1733
asu-miR-36b-5p	AgB17_g107_t02	318.00	-34.54	165.00	-22.72	364489	23	882	 684 813
asu-miR-36b-5p	AgR002_g212_t01	165.00	-29.58	165.00	-29.58	313481	23	541	 224
asu-miR-36b-5p	AgR008_g044_t01	451.00	-63.73	165.00	-27.07	331111	23	10244	 2882 8677 10081
asu-miR-36b-5p	AgR008_g044_t02	451.00	-63.73	165.00	-27.07	331112	23	11679	 4317 10112 11516
asu-miR-36b-5p	AgR008_g044_t03	451.00	-63.73	165.00	-27.07	331114	23	10244	 2882 8677 10081
asu-miR-36b-5p	AgR008_g044_t04	451.00	-63.73	165.00	-27.07	331116	23	10244	 2882 8677 10081
asu-miR-36b-5p	AgR008_g044_t05	451.00	-63.73	165.00	-27.07	331117	23	10109	 2747 8542 9946
asu-miR-36b-5p	AgR008_g044_t06	451.00	-63.73	165.00	-27.07	331118	23	11679	 4317 10112 11516
asu-miR-36b-5p	AgR008_g044_t07	451.00	-63.73	165.00	-27.07	331120	23	10244	 2882 8677 10081
asu-miR-36b-5p	AgR008_g044_t08	451.00	-63.73	165.00	-27.07	331121	23	11679	 4317 10112 11516
asu-miR-36b-5p	AgR014X_g031_t02	165.00	-16.45	165.00	-16.45	340472	23	1272	 711
asu-miR-36b-5p	AgR014X_g031_t03	165.00	-16.45	165.00	-16.45	340473	23	1272	 711
asu-miR-36b-5p	AgR049_g067_t01	606.00	-75.69	165.00	-25.60	371287	23	8006	 377 6469 2310 3022
asu-miR-36b-5p	AgR049_g067_t02	606.00	-75.69	165.00	-25.60	371288	23	8006	 377 6469 2310 3022
asu-miR-36b-5p	AgR049_g067_t03	606.00	-75.69	165.00	-25.60	371289	23	8006	 377 6469 2310 3022
asu-miR-36c-5p	AgB03_g067_t02	165.00	-17.48	165.00	-17.48	10485	23	599	 336
asu-miR-36c-5p	AgB03_g067_t03	165.00	-17.48	165.00	-17.48	10494	23	599	 336
asu-miR-36c-5p	AgB03_g295_t01	321.00	-29.12	165.00	-14.58	11369	23	5133	 2347 4574
asu-miR-36c-5p	AgB03_g295_t03	321.00	-29.12	165.00	-14.58	11371	23	5281	 2495 4722
asu-miR-36c-5p	AgB03_g295_t04	321.00	-29.12	165.00	-14.58	11372	23	4067	 1281 3508
asu-miR-36c-5p	AgB04_g243_t01	309.00	-32.35	165.00	-18.76	13921	23	4276	 1527 403
asu-miR-36c-5p	AgB04_g243_t02	309.00	-32.35	165.00	-18.76	13922	23	4276	 1527 403
asu-miR-36c-5p	AgB04_g243_t03	309.00	-32.35	165.00	-18.76	13923	23	4276	 1527 403
